index,trialid,source_register,date_registration,date_enrollement,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,intervention_type,intervention,web_address,results_url_link,last_refreshed_on,first_seen
70,ChiCTR2000029769,ChiCTR,2020-02-13,2020-02-15,Enze Hospital of Taizhou Enze Medical Center (Group),Not Recruiting,Not Applicable,Interventional,China,Babaodan Capsule used for the adjuvant treatment of severe novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49415,No Results,2020-02-17,2020-08-03
71,ChiCTR2000029436,ChiCTR,2020-02-01,2020-02-01,The First Hospital of He'nan University of Chinese Medicine,Not Recruiting,Not Applicable,Interventional,China,A single arm study for evaluation of integrated traditional Chinese and western medicine in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine + Western Medicine,Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=48884,No Results,2020-02-17,2020-08-03
72,ChiCTR2000029418,ChiCTR,2020-01-30,2020-02-03,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Chinese Herbal medicine for Severe nevel coronavirus pneumonia (COVID-19): a Randomized Controlled Trial,Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=48886,No Results,2020-02-17,2020-08-03
73,ChiCTR2000029758,ChiCTR,2020-02-12,2020-02-03,West China Hospital of Sichuan University,Recruiting,Not Applicable,Observational,China,Cohort Study of Novel Coronavirus Pneumonia (COVID-19) Critical Ill Patients,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49295,No Results,2020-02-17,2020-08-03
74,ChiCTR2000029756,ChiCTR,2020-02-12,2020-02-15,Renmin Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,Clinical study of nebulized Xiyanping injection in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49222,No Results,2020-02-17,2020-08-03
75,ChiCTR2000029768,ChiCTR,2020-02-13,2020-02-12,Zhongnan Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,"A randomized, open, controlled trial for diammonium glycyrrhizinate enteric-coated capsules combined with vitamin C tablets in the treatment of common novel coronavirus pneumonia (COVID-19) in the basic of clinical standard antiviral treatment to evaluate",Drug,Combination: Diammonium glycyrrhizinate + vitamin C,http://www.chictr.org.cn/showproj.aspx?proj=49131,No Results,2020-02-17,2020-08-03
76,ChiCTR2000029754,ChiCTR,2020-02-12,2020-02-10,West China Hospital of Sichuan University,Recruiting,Not Applicable,Observational,China,Study for the Effect of Novel Coronavirus Pneumonia (COVID-19) on the Health of Different People,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49370,No Results,2020-02-17,2020-08-03
77,ChiCTR2000030173,ChiCTR,2020-02-24,2020-02-17,"Hunan yuanpin Cell Biotechnology Co., Ltd",Not Recruiting,Not Applicable,Interventional,China,Key techniques of umbilical cord mesenchymal stem cells for the treatment of novel coronavirus pneumonia (COVID-19) and clinical application demonstration,ATMP,"Cells, mesenchymal",http://www.chictr.org.cn/showproj.aspx?proj=49229,No Results,2020-02-25,2020-08-03
78,ChiCTR2000030166,ChiCTR,2020-02-24,2020-02-25,The 5th Medical Center Chinese PLA General Hospital,Not Recruiting,Not Applicable,Interventional,China,"Randomized, parallel control, open trial for Qing-Wen Bai-Du-Yin combined with antiviral therapy in the treatment of novel coronavirus pneumonia (COVID-19)",Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49696,No Results,2020-02-25,2020-08-03
79,ChiCTR2000029751,ChiCTR,2020-02-12,2020-02-01,The First Affiliated Hospital of Zhejiang University of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,Clinical Study for Traditional Chinese Medicine in the Prevention and Treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49354,No Results,2020-02-17,2020-08-03
80,ChiCTR2000029735,ChiCTR,2020-02-10,2020-01-26,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Risks of Death and Severe cases in Patients with 2019 Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49279,No Results,2020-02-17,2020-08-03
81,ChiCTR2000029747,ChiCTR,2020-02-11,2020-02-11,The First Affiliated Hospital of Anhui University of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Effect evaluation and prognosis of Chinese medicine based on Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49287,No Results,2020-02-17,2020-08-03
82,ChiCTR2000029739,ChiCTR,2020-02-11,2020-02-12,The First Affiliated Hospital of Guangzhou Medical University,Recruiting,Not Applicable,Interventional,China,"A Multicenter, Randomized, Parallel Controlled Clinical Study of Hydrogen-Oxygen Nebulizer to Improve the Symptoms of Patients With Novel Coronavirus Pneumonia (COVID-19)",Drug,Hydrogen + Oxygen,http://www.chictr.org.cn/showproj.aspx?proj=49283,No Results,2020-02-17,2020-08-03
83,ChiCTR2000030118,ChiCTR,2020-02-23,2020-02-24,Shenzhen National Medicine Inheritance Medical Research Institute co. LTD,Not Recruiting,Not Applicable,Interventional,China,A clinical study for ''Huo-Shen'' particles in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49594,No Results,2020-02-25,2020-08-03
84,ChiCTR2000030116,ChiCTR,2020-02-23,2020-02-01,The First Affiliated Hospital of Nanchang University,Recruiting,Not Applicable,Interventional,China,Safety and effectiveness of human umbilical cord mesenchymal stem cells in the treatment of acute respiratory distress syndrome of severe novel coronavirus pneumonia (COVID-19),ATMP,"Cells, mesenchymal",http://www.chictr.org.cn/showproj.aspx?proj=49901,No Results,2020-02-25,2020-08-03
85,ChiCTR2000029732,ChiCTR,2020-02-10,2020-02-10,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Observational,China,Impact of vitamin D deficiency on prognosis of patients with novel coronavirus pneumonia (COVID-19),Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49302,No Results,2020-02-17,2020-08-03
86,ChiCTR2000029639,ChiCTR,2020-02-08,2020-02-10,The Fifth Affiliated Hospital of Sun Yat-Sen University,Recruiting,Not Applicable,Interventional,China,"Study for Mental health and psychological status of doctors, nurses and patients in novel coronavirus pneumonia (COVID-19) designated hospital and effect of interventions",Other (psych),No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49187,No Results,2020-02-17,2020-03-18
87,ChiCTR2000029734,ChiCTR,2020-02-10,2020-02-08,The First People's Hospital of Huaihua,Recruiting,Not Applicable,Observational,China,Epidemiological investigation and clinical characteristics analysis of novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=48868,No Results,2020-02-17,2020-08-03
88,ChiCTR2000029621,ChiCTR,2020-02-07,2020-02-07,"Ruijin Hospital, Shanghai Jiao Tong University School of Medicine",Recruiting,Phase 4,Interventional,China,Clinical study of arbidol hydrochloride tablets in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Umifenovir,http://www.chictr.org.cn/showproj.aspx?proj=49165,No Results,2020-02-17,2020-08-03
89,ChiCTR2000029628,ChiCTR,2020-02-07,2020-02-07,Guangdong Provincial Hospital of Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,A clinical observational study for Xin-Guan-2 formula in the treatment of suspected novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49155,No Results,2020-02-17,2020-08-03
90,ChiCTR2000029625,ChiCTR,2020-02-07,2020-02-17,The First Affiliated Hospital of Zhejiang University School of Medicine,Not Recruiting,Not Applicable,Diagnostic test,China,Construction of Early Warning and Prediction System for Patients with Severe / Critical Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49177,No Results,2020-02-17,2020-08-03
91,ChiCTR2000029602,ChiCTR,2020-02-06,2020-02-01,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Clinical study for community based prevention and control strategy of novel coronavirus pneumonia (COVID-19) in the isolate suspected and confirmed population,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=48985,No Results,2020-02-17,2020-08-03
92,ChiCTR2000029600,ChiCTR,2020-02-06,2020-01-30,The Third People's Hospital of Shenzhen,Recruiting,Not Applicable,Interventional,China,Clinical study for safety and efficacy of Favipiravir in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=49042,No Results,2020-02-17,2020-08-03
93,ChiCTR2000030093,ChiCTR,2020-02-23,2020-03-01,The Second Hospital of Shanxi Medical University,Not Recruiting,Not Applicable,Interventional,China,Study for application of simplified cognitive-behavioral therapy for related emergency psychological stress reaction of medical providers working in the position of treatment and control of novel coronavirus pneumonia (COVID-19),Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=49932,No Results,2020-02-25,2020-08-03
94,ChiCTR2000030084,ChiCTR,2020-02-22,2020-02-24,The First Hospital of Shanxi Medical University,Recruiting,Not Applicable,Interventional,China,A multicenter study for efficacy of intelligent psychosomatic adjustment system intervention in the treatment of novel coronavirus pneumonia (COVID-19) patients with mild to moderate anxiety and depression,Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=49952,No Results,2020-02-25,2020-08-03
95,ChiCTR2000029572,ChiCTR,2020-02-05,2020-02-05,Xiangyang First People's Hospital,Recruiting,Not Applicable,Interventional,China,Safety and efficacy of umbilical cord blood mononuclear cells in the treatment of severe and critically novel coronavirus pneumonia(COVID-19): a randomized controlled clinical trial,ATMP,"Cells, mononuclear",http://www.chictr.org.cn/showproj.aspx?proj=41760,No Results,2020-02-17,2020-08-03
96,ChiCTR2000029559,ChiCTR,2020-02-04,2020-01-31,Renmin Hospital of Wuhan University,Recruiting,Phase 4,Interventional,China,Therapeutic effect of hydroxychloroquine on novel coronavirus pneumonia (COVID-19),Drug,Hydroxychloroquine,http://www.chictr.org.cn/showproj.aspx?proj=48880,No Results,2020-02-17,2020-08-03
97,ChiCTR2000029544,ChiCTR,2020-02-03,2020-02-04,The First Hospital Affiliated to Zhejiang University's Medical School,Not Recruiting,Not Applicable,Interventional,China,"A randomized controlled trial for the efficacy and safety of Baloxavir Marboxil, Favipiravir tablets in novel coronavirus pneumonia (COVID-19) patients who are still positive on virus detection under the current antiviral therapy",Drug,Combination: baloxavir + marboxil + favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=49013,No Results,2020-02-17,2020-08-03
98,ChiCTR2000029541,ChiCTR,2020-02-03,2020-02-10,Zhongnan Hospital of Wuhan University,Not Recruiting,Not Applicable,Interventional,China,"A randomised, open, controlled trial for darunavir/cobicistat or Lopinavir/ritonavir combined with thymosin a1 in the treatment of novel coronavirus pneumonia (COVID-19)",Drug,Combination: darunavir/cobicistat vs lopinavir/ritonavir,http://www.chictr.org.cn/showproj.aspx?proj=48992,No Results,2020-02-17,2020-08-03
99,NCT04259892,ClinicalTrials.gov,2020-02-05,2020-02-04,INSERM,Recruiting,Not Applicable,Observational,France,Viral Excretion in Contact Subjects at High/Moderate Risk of Coronavirus 2019-nCoV Infection,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04259892,No Results,2020-02-24,2020-08-03
100,NCT04268537,ClinicalTrials.gov,2020-02-08,2020-02-10,"Southeast University, China",Not Recruiting,Phase 2,Interventional,No Country Given,Immunoregulatory Therapy for 2019-nCoV,Drug,Combination: PD1 + thymosin,https://clinicaltrials.gov/show/NCT04268537,No Results,2020-02-24,2020-08-03
101,ChiCTR2000030179,ChiCTR,2020-02-24,2020-02-24,The First Affiliated Hospital of Nanchang University,Recruiting,Not Applicable,Interventional,China,Experimental study of novel coronavirus pneumonia rehabilitation plasma therapy severe novel coronavirus pneumonia (COVID-19),ATMP,Plasma,http://www.chictr.org.cn/showproj.aspx?proj=50059,No Results,2020-02-25,2020-08-03
102,ChiCTR2000029487,ChiCTR,2020-02-02,2020-02-10,Wuhan Hospital of Integrated Traditional Chinese and Western Medicine,Not Recruiting,Not Applicable,Prevention,China,Clinical Study for Gu-Biao Jie-Du-Ling in Preventing of Novel Coronavirus Pneumonia (COVID-19) in Children,Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=48965,No Results,2020-02-17,2020-08-03
103,ChiCTR2000029468,ChiCTR,2020-02-02,2020-02-01,"Institute of Emergency Medicine and Disaster Medicine Sichuan People's Hospital, Sichuan Academy of Medical Sciences",Not Recruiting,Not Applicable,Interventional,China,A real-world  study for lopinavir/ritonavir (LPV/r) and emtritabine (FTC) / Tenofovir alafenamide Fumarate tablets (TAF) regimen in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Combination: lopinavir/ritonavir + emtricitabine + tenofovir,http://www.chictr.org.cn/showproj.aspx?proj=48919,No Results,2020-02-17,2020-08-03
104,ChiCTR2000029609,ChiCTR,2020-02-06,2020-02-10,The Fifth Affiliated Hospital of Sun Yat-Sen University,Not Recruiting,Phase 4,Interventional,China,"A prospective, open-label, multiple-center study for the efficacy of chloroquine phosphate in patients with novel coronavirus pneumonia (COVID-19)",Drug,Chloroquine,http://www.chictr.org.cn/showproj.aspx?proj=49145,No Results,2020-02-17,2020-08-03
105,ChiCTR2000029606,ChiCTR,2020-02-07,2020-01-25,The First Affiliated Hospital of Zhengzhou University,Recruiting,Not Applicable,Interventional,China,Clinical Study for Human Menstrual Blood-Derived Stem Cells in the Treatment of Acute Novel Coronavirus Pneumonia (COVID-19),ATMP,"Cells, stem cells",http://www.chictr.org.cn/showproj.aspx?proj=49146,No Results,2020-02-17,2020-08-03
106,ChiCTR2000030043,ChiCTR,2020-02-21,2020-02-21,Peking University Third Hospital,Not Recruiting,Phase 4,Interventional,China,"Shen-Fu injection in the treatment of severe novel coronavirus pneumonia (COVID-19): a multicenter, randomized, open-label, controlled trial",Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49866,No Results,2020-02-25,2020-08-03
107,ChiCTR2000030041,ChiCTR,2020-02-21,2020-02-25,Zhongnan Hospital of Wuhan University,Not Recruiting,Not Applicable,Interventional,China,"A single-arm, single-center clinical trial for Azivudine tablets in the treatment of adult novel coronavirus pneumonia (COVID-19)",Drug,Azvudine,http://www.chictr.org.cn/showproj.aspx?proj=49891,No Results,2020-02-25,2020-08-03
108,ChiCTR2000029437,ChiCTR,2020-02-01,2020-02-03,Hubei Provincial Hospital of Integrated Chinese and Western Medicine,Not Recruiting,Not Applicable,Observational,China,A single arm study for combination of traditional Chinese and Western Medicine in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine + Western Medicine,Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=48913,No Results,2020-02-17,2020-08-03
109,ChiCTR2000029435,ChiCTR,2020-02-01,2020-02-01,Wuhan First Hospital,Not Recruiting,Not Applicable,Interventional,China,Randomized controlled trial for traditional Chinese medicine in the prevention of novel coronavirus pneumonia (COVID-19) in high risk population,Traditional Medicine (Unspecified),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=48827,No Results,2020-02-17,2020-08-03
