,trialid,registry,registration_date,enrollment_date,sponsors,recruitment_status,phase,study_type,countries,title,intervention_type,intervention,data_source,results_link,last_refreshed_on,first_seen
81,chictr2000029747,chictr,2020-02-11,2020-02-11,the first affiliated hospital of anhui university of traditional chinese medicine,recruiting,not applicable,interventional,china,effect evaluation and prognosis of chinese medicine based on novel coronavirus pneumonia (covid-19),prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49287,no results,2020-02-17,2020-08-03
82,chictr2000029739,chictr,2020-02-11,2020-02-12,the first affiliated hospital of guangzhou medical university,recruiting,not applicable,interventional,china,"a multicenter,randomized,parallel controlled clinical study of hydrogen-oxygen nebulizer to improve the symptoms of patients with novel coronavirus pneumonia (covid-19)",drug,hydrogen + oxygen,http://www.chictr.org.cn/showproj.aspx?proj=49283,no results,2020-02-17,2020-08-03
83,chictr2000030118,chictr,2020-02-23,2020-02-24,shenzhen national medicine inheritance medical research institute co. ltd,not recruiting,not applicable,interventional,china,a clinical study for ''huo-shen'' particles in the treatment of novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=49594,no results,2020-02-25,2020-08-03
84,chictr2000030116,chictr,2020-02-23,2020-02-01,the first affiliated hospital of nanchang university,recruiting,not applicable,interventional,china,safety and effectiveness of human umbilical cord mesenchymal stem cells in the treatment of acute respiratory distress syndrome of severe novel coronavirus pneumonia (covid-19),atmp,"cells,mesenchymal",http://www.chictr.org.cn/showproj.aspx?proj=49901,no results,2020-02-25,2020-08-03
85,chictr2000029732,chictr,2020-02-10,2020-02-10,west china hospital of sichuan university,not recruiting,not applicable,observational,china,impact of vitamin d deficiency on prognosis of patients with novel coronavirus pneumonia (covid-19),prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49302,no results,2020-02-17,2020-08-03
86,chictr2000029639,chictr,2020-02-08,2020-02-10,the fifth affiliated hospital of sun yat-sen university,recruiting,not applicable,interventional,china,"study for mental health and psychological status of doctors,nurses and patients in novel coronavirus pneumonia (covid-19) designated hospital and effect of interventions",other (psych),no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49187,no results,2020-02-17,2020-03-18
87,chictr2000029734,chictr,2020-02-10,2020-02-08,the first people's hospital of huaihua,recruiting,not applicable,observational,china,epidemiological investigation and clinical characteristics analysis of novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=48868,no results,2020-02-17,2020-08-03
88,chictr2000029621,chictr,2020-02-07,2020-02-07,"ruijin hospital,shanghai jiao tong university school of medicine",recruiting,phase 4,interventional,china,clinical study of arbidol hydrochloride tablets in the treatment of novel coronavirus pneumonia (covid-19),drug,umifenovir,http://www.chictr.org.cn/showproj.aspx?proj=49165,no results,2020-02-17,2020-08-03
89,chictr2000029628,chictr,2020-02-07,2020-02-07,guangdong provincial hospital of chinese medicine,not recruiting,not applicable,observational,china,a clinical observational study for xin-guan-2 formula in the treatment of suspected novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=49155,no results,2020-02-17,2020-08-03
90,chictr2000029625,chictr,2020-02-07,2020-02-17,the first affiliated hospital of zhejiang university school of medicine,not recruiting,not applicable,diagnostic test,china,construction of early warning and prediction system for patients with severe / critical novel coronavirus pneumonia (covid-19),prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49177,no results,2020-02-17,2020-08-03
91,chictr2000029602,chictr,2020-02-06,2020-02-01,hubei hospital of traditional chinese medicine,recruiting,not applicable,interventional,china,clinical study for community based prevention and control strategy of novel coronavirus pneumonia (covid-19) in the isolate suspected and confirmed population,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=48985,no results,2020-02-17,2020-08-03
92,chictr2000029600,chictr,2020-02-06,2020-01-30,the third people's hospital of shenzhen,recruiting,not applicable,interventional,china,clinical study for safety and efficacy of favipiravir in the treatment of novel coronavirus pneumonia (covid-19),drug,favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=49042,no results,2020-02-17,2020-08-03
93,chictr2000030093,chictr,2020-02-23,2020-03-01,the second hospital of shanxi medical university,not recruiting,not applicable,interventional,china,study for application of simplified cognitive-behavioral therapy for related emergency psychological stress reaction of medical providers working in the position of treatment and control of novel coronavirus pneumonia (covid-19),other (psych),psychological,http://www.chictr.org.cn/showproj.aspx?proj=49932,no results,2020-02-25,2020-08-03
94,chictr2000030084,chictr,2020-02-22,2020-02-24,the first hospital of shanxi medical university,recruiting,not applicable,interventional,china,a multicenter study for efficacy of intelligent psychosomatic adjustment system intervention in the treatment of novel coronavirus pneumonia (covid-19) patients with mild to moderate anxiety and depression,other (psych),psychological,http://www.chictr.org.cn/showproj.aspx?proj=49952,no results,2020-02-25,2020-08-03
95,chictr2000029572,chictr,2020-02-05,2020-02-05,xiangyang first people's hospital,recruiting,not applicable,interventional,china,safety and efficacy of umbilical cord blood mononuclear cells in the treatment of severe and critically novel coronavirus pneumonia(covid-19): a randomized controlled clinical trial,atmp,"cells,mononuclear",http://www.chictr.org.cn/showproj.aspx?proj=41760,no results,2020-02-17,2020-08-03
96,chictr2000029559,chictr,2020-02-04,2020-01-31,renmin hospital of wuhan university,recruiting,phase 4,interventional,china,therapeutic effect of hydroxychloroquine on novel coronavirus pneumonia (covid-19),drug,hydroxychloroquine,http://www.chictr.org.cn/showproj.aspx?proj=48880,no results,2020-02-17,2020-08-03
97,chictr2000029544,chictr,2020-02-03,2020-02-04,the first hospital affiliated to zhejiang university's medical school,not recruiting,not applicable,interventional,china,"a randomized controlled trial for the efficacy and safety of baloxavir marboxil,favipiravir tablets in novel coronavirus pneumonia (covid-19) patients who are still positive on virus detection under the current antiviral therapy",drug,combination: baloxavir + marboxil + favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=49013,no results,2020-02-17,2020-08-03
98,chictr2000029541,chictr,2020-02-03,2020-02-10,zhongnan hospital of wuhan university,not recruiting,not applicable,interventional,china,"a randomised,open,controlled trial for darunavir/cobicistat or lopinavir/ritonavir combined with thymosin a1 in the treatment of novel coronavirus pneumonia (covid-19)",drug,combination: darunavir/cobicistat vs lopinavir/ritonavir,http://www.chictr.org.cn/showproj.aspx?proj=48992,no results,2020-02-17,2020-08-03
99,nct04259892,clinicaltrials.gov,2020-02-05,2020-02-04,inserm,recruiting,not applicable,observational,france,viral excretion in contact subjects at high/moderate risk of coronavirus 2019-ncov infection,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04259892,no results,2020-02-24,2020-08-03
100,nct04268537,clinicaltrials.gov,2020-02-08,2020-02-10,"southeast university,china",not recruiting,phase 2,interventional,no country given,immunoregulatory therapy for 2019-ncov,drug,combination: pd1 + thymosin,https://clinicaltrials.gov/show/nct04268537,no results,2020-02-24,2020-08-03
101,chictr2000030179,chictr,2020-02-24,2020-02-24,the first affiliated hospital of nanchang university,recruiting,not applicable,interventional,china,experimental study of novel coronavirus pneumonia rehabilitation plasma therapy severe novel coronavirus pneumonia (covid-19),atmp,plasma,http://www.chictr.org.cn/showproj.aspx?proj=50059,no results,2020-02-25,2020-08-03
102,chictr2000029487,chictr,2020-02-02,2020-02-10,wuhan hospital of integrated traditional chinese and western medicine,not recruiting,not applicable,prevention,china,clinical study for gu-biao jie-du-ling in preventing of novel coronavirus pneumonia (covid-19) in children,traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=48965,no results,2020-02-17,2020-08-03
103,chictr2000029468,chictr,2020-02-02,2020-02-01,"institute of emergency medicine and disaster medicine sichuan people's hospital,sichuan academy of medical sciences",not recruiting,not applicable,interventional,china,a real-world  study for lopinavir/ritonavir (lpv/r) and emtritabine (ftc) / tenofovir alafenamide fumarate tablets (taf) regimen in the treatment of novel coronavirus pneumonia (covid-19),drug,combination: lopinavir/ritonavir + emtricitabine + tenofovir,http://www.chictr.org.cn/showproj.aspx?proj=48919,no results,2020-02-17,2020-08-03
104,chictr2000029609,chictr,2020-02-06,2020-02-10,the fifth affiliated hospital of sun yat-sen university,not recruiting,phase 4,interventional,china,"a prospective,open-label,multiple-center study for the efficacy of chloroquine phosphate in patients with novel coronavirus pneumonia (covid-19)",drug,chloroquine,http://www.chictr.org.cn/showproj.aspx?proj=49145,no results,2020-02-17,2020-08-03
105,chictr2000029606,chictr,2020-02-07,2020-01-25,the first affiliated hospital of zhengzhou university,recruiting,not applicable,interventional,china,clinical study for human menstrual blood-derived stem cells in the treatment of acute novel coronavirus pneumonia (covid-19),atmp,"cells,stem cells",http://www.chictr.org.cn/showproj.aspx?proj=49146,no results,2020-02-17,2020-08-03
106,chictr2000030043,chictr,2020-02-21,2020-02-21,peking university third hospital,not recruiting,phase 4,interventional,china,"shen-fu injection in the treatment of severe novel coronavirus pneumonia (covid-19): a multicenter,randomized,open-label,controlled trial",traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=49866,no results,2020-02-25,2020-08-03
107,chictr2000030041,chictr,2020-02-21,2020-02-25,zhongnan hospital of wuhan university,not recruiting,not applicable,interventional,china,"a single-arm,single-center clinical trial for azivudine tablets in the treatment of adult novel coronavirus pneumonia (covid-19)",drug,azvudine,http://www.chictr.org.cn/showproj.aspx?proj=49891,no results,2020-02-25,2020-08-03
108,chictr2000029437,chictr,2020-02-01,2020-02-03,hubei provincial hospital of integrated chinese and western medicine,not recruiting,not applicable,observational,china,a single arm study for combination of traditional chinese and western medicine in the treatment of novel coronavirus pneumonia (covid-19),traditional medicine + western medicine,traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=48913,no results,2020-02-17,2020-08-03
109,chictr2000029435,chictr,2020-02-01,2020-02-01,wuhan first hospital,not recruiting,not applicable,interventional,china,randomized controlled trial for traditional chinese medicine in the prevention of novel coronavirus pneumonia (covid-19) in high risk population,traditional medicine (unspecified),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=48827,no results,2020-02-17,2020-08-03
